City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
308,Sinjar,IQ,2020-08-04 06:16:00,36.32,41.88,96.21,13,0,1.86
309,Bardiyah,LY,2020-08-04 06:16:00,31.76,25.09,79.52,62,0,5.99
310,Zhicheng,CN,2020-08-04 06:16:01,30.3,111.5,95.04,58,1,10.27
311,Maltahohe,NA,2020-08-04 06:16:02,-24.83,16.98,49.33,43,0,4.94
312,Medicine Hat,CA,2020-08-04 06:16:02,50.05,-110.67,64.4,68,20,8.05
313,La Rochelle,FR,2020-08-04 06:16:03,46.17,-1.15,55.99,76,10,4.7
314,Garowe,SO,2020-08-04 06:16:03,8.41,48.48,84.4,43,22,31.0
315,Staryy Nadym,RU,2020-08-04 06:16:04,65.61,72.68,68.99,51,90,14.7
316,Chodavaram,IN,2020-08-04 06:16:04,17.83,82.95,84.2,83,90,12.75
317,Verkhoyansk,RU,2020-08-04 06:16:04,67.54,133.38,66.22,37,0,7.74
318,Buraydah,SA,2020-08-04 06:16:05,26.33,43.98,91.4,27,63,10.29
319,Wanning,CN,2020-08-04 06:16:05,18.8,110.4,87.53,73,85,14.65
320,Ostrovnoy,RU,2020-08-04 06:16:06,68.05,39.51,57.07,75,64,7.18
321,Ust-Kuyga,RU,2020-08-04 06:16:06,70.02,135.6,59.65,53,82,5.7
322,Eucaliptus,BO,2020-08-04 06:16:07,-17.58,-67.52,40.91,68,0,5.48
323,Kailua,US,2020-08-04 06:16:07,21.4,-157.74,80.6,65,1,11.41
324,Kingsport,US,2020-08-04 06:16:08,36.55,-82.56,66.99,93,90,3.36
325,Tambun,ID,2020-08-04 06:16:08,-6.26,107.07,93.99,52,40,9.17
326,Christchurch,NZ,2020-08-04 06:12:49,-43.53,172.63,55.99,87,96,1.12
327,Talcahuano,CL,2020-08-04 06:16:09,-36.72,-73.12,51.8,100,86,3.31
328,Kirakira,SB,2020-08-04 06:16:10,-10.45,161.92,82.4,78,71,10.31
329,Pindiga,NG,2020-08-04 06:16:10,9.98,10.93,67.5,96,99,4.36
330,Lima,PE,2020-08-04 06:15:34,-12.04,-77.03,59.0,82,90,3.36
331,Auki,SB,2020-08-04 06:16:11,-8.77,160.7,85.19,68,12,4.36
332,Young,UY,2020-08-04 06:16:11,-32.68,-57.63,60.01,78,14,8.7
333,Panzhihua,CN,2020-08-04 06:11:31,26.59,101.71,87.01,48,13,1.9
334,Saint-Pierre,RE,2020-08-04 06:16:13,-21.34,55.48,71.01,64,20,27.51
335,Ilulissat,GL,2020-08-04 06:16:14,69.22,-51.1,37.4,86,92,3.36
336,Tual,ID,2020-08-04 06:16:14,-5.67,132.75,78.64,83,60,16.04
337,Bilopillya,UA,2020-08-04 06:12:22,51.15,34.31,66.54,65,0,7.78
338,Dunedin,NZ,2020-08-04 06:16:15,-45.87,170.5,53.01,67,92,1.99
339,Santa Rosa,PH,2020-08-04 06:16:15,14.31,121.11,93.99,55,100,9.17
340,Geraldton,AU,2020-08-04 06:16:07,-28.77,114.6,62.6,72,90,11.41
341,Caravelas,BR,2020-08-04 06:16:16,-17.71,-39.25,69.84,71,10,8.14
342,Albert,FR,2020-08-04 06:16:17,50.0,2.65,55.0,100,22,4.7
343,Mitu,CO,2020-08-04 06:16:17,1.2,-70.17,71.71,94,72,1.28
344,Karoi,ZW,2020-08-04 06:15:07,-16.81,29.69,56.3,75,38,6.17
345,Dickinson,US,2020-08-04 06:16:18,29.46,-95.05,82.0,78,1,8.77
346,Vaitape,PF,2020-08-04 06:16:19,-16.52,-151.75,79.14,73,3,8.81
347,Tomatlan,MX,2020-08-04 06:16:19,19.93,-105.25,77.05,93,98,2.21
348,Vila Franca Do Campo,PT,2020-08-04 06:16:20,37.72,-25.43,69.8,88,40,2.24
349,Dakar,SN,2020-08-04 06:16:20,14.69,-17.44,78.8,83,20,6.93
350,Tire,TR,2020-08-04 06:16:21,38.09,27.74,78.8,54,0,6.93
351,Touros,BR,2020-08-04 06:16:21,-5.2,-35.46,69.8,94,20,3.36
352,Mikuni,JP,2020-08-04 06:15:46,36.22,136.15,84.2,74,75,8.05
353,Weihe,CN,2020-08-04 06:16:22,33.0,105.32,82.99,79,87,6.69
354,Mantua,IT,2020-08-04 06:16:22,45.17,10.78,66.0,90,89,4.0
355,Los Llanos De Aridane,ES,2020-08-04 06:16:23,28.66,-17.92,71.6,73,20,12.75
356,Pucallpa,PE,2020-08-04 06:16:23,-8.38,-74.55,69.46,72,1,2.39
357,Jhelum,PK,2020-08-04 06:15:28,32.93,73.73,99.07,41,0,6.85
358,Meulaboh,ID,2020-08-04 06:16:24,4.14,96.13,86.02,62,98,5.44
359,Salinopolis,BR,2020-08-04 06:16:25,-0.61,-47.36,78.93,84,21,9.22
360,Lagoa,PT,2020-08-04 06:16:25,39.05,-27.98,72.93,86,1,18.72
361,Vrangel,RU,2020-08-04 06:16:25,42.73,133.08,71.06,87,97,6.69
362,Sassandra,CI,2020-08-04 06:16:26,4.95,-6.08,70.07,86,56,5.26
363,Beyneu,KZ,2020-08-04 06:15:25,45.32,55.2,74.53,43,3,18.52
364,Bambanglipuro,ID,2020-08-04 06:16:27,-7.95,110.28,80.87,71,74,13.65
365,Peniche,PT,2020-08-04 06:16:27,39.36,-9.38,64.99,89,83,13.0
366,Masterton,NZ,2020-08-04 06:15:08,-40.96,175.66,55.99,87,5,3.91
367,Sijunjung,ID,2020-08-04 06:16:28,-0.69,100.95,82.51,78,100,3.56
368,Torbay,CA,2020-08-04 06:16:29,47.67,-52.73,64.99,77,75,23.04
369,Qingdao,CN,2020-08-04 06:12:19,36.1,120.37,87.01,88,75,11.18
370,Chuy,UY,2020-08-04 06:16:30,-33.7,-53.46,57.06,94,0,5.73
371,Matara,LK,2020-08-04 06:16:30,5.95,80.54,83.16,74,94,16.31
372,Nabire,ID,2020-08-04 06:16:31,-3.37,135.48,80.89,75,99,2.46
373,El Jicaro,GT,2020-08-04 06:16:31,14.92,-89.9,75.63,75,100,2.1
374,Makum,IN,2020-08-04 06:15:27,27.5,95.45,96.8,63,75,5.82
375,Laredo,US,2020-08-04 06:16:32,27.51,-99.51,84.2,66,1,14.99
376,Cacahoatan,MX,2020-08-04 06:16:33,14.98,-92.17,75.02,84,100,3.85
377,Corlatel,RO,2020-08-04 06:16:33,44.4,22.93,71.33,52,0,10.98
378,Kamina,CD,2020-08-04 06:16:34,-8.74,24.99,70.36,31,4,2.53
379,Zyryanka,RU,2020-08-04 06:15:20,65.75,150.85,61.43,42,51,10.89
380,Erenhot,CN,2020-08-04 06:16:35,43.65,111.98,80.76,33,0,6.4
381,Dzidzantun,MX,2020-08-04 06:16:35,21.25,-89.05,74.62,93,52,2.82
382,Akyab,MM,2020-08-04 06:15:31,20.15,92.9,86.32,77,100,13.94
383,Usinsk,RU,2020-08-04 06:16:36,65.99,57.53,61.7,61,7,17.9
384,Waipawa,NZ,2020-08-04 06:16:36,-41.41,175.52,55.4,82,12,17.22
385,Valleyview,CA,2020-08-04 06:16:37,55.07,-117.29,60.6,51,45,11.07
386,Gerede,TR,2020-08-04 06:16:37,40.8,32.2,70.9,34,0,0.74
387,Huarmey,PE,2020-08-04 06:16:38,-10.07,-78.15,57.99,85,7,4.85
388,Ayan,RU,2020-08-04 06:15:23,56.45,138.17,57.67,74,0,14.85
389,Rosario,AR,2020-08-04 06:16:39,-32.95,-60.64,63.0,63,49,8.05
390,Ponta Do Sol,PT,2020-08-04 06:16:39,32.67,-17.1,69.01,77,43,3.38
391,Riyadh,SA,2020-08-04 06:11:43,24.69,46.72,102.2,10,0,12.75
392,Haines Junction,CA,2020-08-04 06:16:40,60.75,-137.51,47.48,76,6,4.76
393,Kavieng,PG,2020-08-04 06:16:41,-2.57,150.8,84.43,75,96,15.32
394,Ouidah,BJ,2020-08-04 06:16:41,6.36,2.09,75.2,83,40,13.87
395,Adrar,MR,2020-08-04 06:16:42,20.5,-10.07,88.77,45,43,22.97
396,Marawi,PH,2020-08-04 06:16:43,8.0,124.29,84.99,78,100,7.0
397,Grindavik,IS,2020-08-04 06:16:43,63.84,-22.43,44.6,100,90,3.36
398,Maniitsoq,GL,2020-08-04 06:15:10,65.42,-52.9,44.82,82,96,7.09
399,Toamasina,MG,2020-08-04 06:16:44,-18.17,49.38,66.2,100,75,16.11
400,Aloleng,PH,2020-08-04 06:16:45,16.13,119.78,86.38,71,100,7.27
401,Bremervorde,DE,2020-08-04 06:16:45,53.48,9.13,57.99,92,30,2.21
402,Hovd,MN,2020-08-04 06:16:46,48.01,91.64,68.41,39,80,7.58
403,Port Hardy,CA,2020-08-04 06:16:46,50.7,-127.42,59.0,82,40,3.36
404,Mitsamiouli,KM,2020-08-04 06:16:47,-11.38,43.28,82.4,58,20,18.34
405,Maningrida,AU,2020-08-04 06:16:47,-12.07,134.27,82.27,54,41,13.49
406,Alta Floresta,BR,2020-08-04 06:16:47,-9.88,-56.09,68.0,82,62,1.12
407,Buala,SB,2020-08-04 06:16:48,-8.14,159.59,84.81,69,6,7.58
408,Champerico,GT,2020-08-04 06:16:48,14.3,-91.92,79.86,83,100,10.0
409,Vostok,RU,2020-08-04 06:16:49,46.49,135.88,75.96,84,73,2.44
410,Collie,AU,2020-08-04 06:16:51,-33.37,116.15,57.99,98,87,7.99
411,Laiyang,CN,2020-08-04 06:16:51,36.98,120.71,88.0,73,79,11.39
412,Bafq,IR,2020-08-04 06:16:52,31.61,55.41,95.74,11,0,9.33
413,Okakarara,NA,2020-08-04 06:16:52,-20.58,17.43,47.44,49,0,4.79
414,Talnakh,RU,2020-08-04 06:16:53,69.49,88.4,64.4,88,100,20.13
415,Baldone,LV,2020-08-04 06:16:53,56.74,24.39,62.6,88,100,5.82
416,Kalawit,PH,2020-08-04 06:16:54,8.07,122.52,84.56,75,92,3.09
417,Praxedis Guerrero,MX,2020-08-04 06:16:54,31.37,-106.02,89.01,28,40,6.93
418,Krasnoselkup,RU,2020-08-04 06:15:19,65.7,82.47,79.27,57,100,15.48
419,Half Moon Bay,US,2020-08-04 06:16:55,37.46,-122.43,63.0,100,90,10.29
420,Port Pirie,AU,2020-08-04 06:16:55,-33.18,138.02,57.2,58,0,14.99
421,San Jose,US,2020-08-04 06:13:28,37.34,-121.89,66.0,72,20,5.82
422,Kansanshi,ZM,2020-08-04 06:16:56,-12.1,26.43,54.59,65,0,6.93
423,Changping,CN,2020-08-04 06:12:14,40.22,116.22,107.01,39,85,2.24
424,Chibuto,MZ,2020-08-04 06:16:58,-24.69,33.53,61.02,79,0,7.34
425,Morgan City,US,2020-08-04 06:16:58,29.7,-91.21,84.2,100,1,4.47
426,Rajanpur,PK,2020-08-04 06:16:59,29.1,70.33,106.2,28,0,13.56
427,Longyearbyen,SJ,2020-08-04 06:15:12,78.22,15.64,44.6,100,90,3.36
428,Mafinga,TZ,2020-08-04 06:17:00,-7.25,35.07,68.49,56,0,4.23
429,Jutai,BR,2020-08-04 06:17:01,-5.18,-68.9,71.96,66,2,1.19
430,Tevaitoa,PF,2020-08-04 06:17:01,-16.78,-151.5,78.96,72,0,8.61
431,Rapid City,US,2020-08-04 06:17:02,44.08,-103.23,70.0,64,40,17.22
432,Charters Towers,AU,2020-08-04 06:17:02,-20.1,146.27,75.2,40,29,4.56
433,Bowen,AU,2020-08-04 06:17:03,-20.02,148.23,77.0,57,75,9.17
434,Arman,RU,2020-08-04 06:17:04,59.7,150.17,65.82,52,53,4.61
435,Asau,RO,2020-08-04 06:17:04,46.43,26.4,70.0,68,3,12.75
436,Nelson Bay,AU,2020-08-04 06:17:05,-32.72,152.15,71.6,28,0,13.87
437,Pisco,PE,2020-08-04 06:17:05,-13.7,-76.22,61.0,82,90,3.36
438,Gold Coast,AU,2020-08-04 06:17:06,-28.0,153.43,72.0,43,0,14.99
439,Soyo,AO,2020-08-04 06:17:06,-6.13,12.37,72.63,83,89,4.34
440,Richards Bay,ZA,2020-08-04 06:17:06,-28.78,32.04,63.77,42,0,8.5
441,Miri,MY,2020-08-04 06:17:07,4.41,114.01,91.4,55,40,3.36
442,Leningradskiy,RU,2020-08-04 06:17:07,69.38,178.42,41.47,86,100,4.61
443,Enshi,CN,2020-08-04 06:15:36,30.3,109.48,97.72,45,38,1.59
444,Mahajanga,MG,2020-08-04 06:17:08,-15.72,46.32,78.8,44,20,14.99
445,Luwuk,ID,2020-08-04 06:17:09,-0.95,122.79,81.81,74,99,7.76
446,Batagay-Alyta,RU,2020-08-04 06:17:09,67.8,130.41,59.83,55,89,1.92
447,Viedma,AR,2020-08-04 06:17:09,-40.81,-63.0,53.17,70,46,10.47
448,Belaya Gora,RU,2020-08-04 06:12:19,68.53,146.42,61.84,42,73,6.35
449,Shumskiy,RU,2020-08-04 06:17:11,54.83,99.13,75.7,43,62,3.24
450,La Baule-Escoublac,FR,2020-08-04 06:17:12,47.29,-2.36,51.8,93,75,3.36
451,Tigil,RU,2020-08-04 06:17:12,57.8,158.67,62.8,59,29,14.94
452,Bahia De Caraquez,EC,2020-08-04 06:17:12,-0.6,-80.42,71.6,88,88,10.29
453,Iringa,TZ,2020-08-04 06:17:13,-7.77,35.7,59.0,77,20,7.72
454,Nyurba,RU,2020-08-04 06:17:13,63.28,118.33,77.58,39,10,6.42
455,Banda Aceh,ID,2020-08-04 06:17:14,5.56,95.32,88.11,58,93,11.1
456,Kenai,US,2020-08-04 06:17:14,60.55,-151.26,60.8,82,75,4.7
457,Kununurra,AU,2020-08-04 06:17:15,-15.77,128.73,91.4,19,21,4.7
458,Sechura,PE,2020-08-04 06:17:15,-5.56,-80.82,60.8,83,5,10.54
459,Honiara,SB,2020-08-04 06:14:04,-9.43,159.95,89.6,62,20,12.75
460,Bintulu,MY,2020-08-04 06:17:16,3.17,113.03,89.6,70,40,3.36
461,Qinhuangdao,CN,2020-08-04 06:17:16,39.93,119.59,90.99,44,74,14.16
462,Bahia Blanca,AR,2020-08-04 06:17:17,-38.72,-62.27,58.87,90,87,3.27
463,Pimentel,PE,2020-08-04 06:17:17,-6.84,-79.93,58.89,91,9,9.89
464,Surt,LY,2020-08-04 06:17:18,31.21,16.59,81.07,49,0,8.05
465,Honavar,IN,2020-08-04 06:15:29,14.28,74.45,80.71,82,100,17.63
466,Kloulklubed,PW,2020-08-04 06:17:19,7.04,134.26,80.6,83,90,4.7
467,Vienenburg,DE,2020-08-04 06:17:19,51.95,10.57,57.99,93,63,1.01
468,Episkopi,GR,2020-08-04 06:17:20,40.69,22.14,77.0,64,0,3.56
469,Brattvag,NO,2020-08-04 06:17:20,62.6,6.44,55.4,82,75,10.29
470,Baculin,PH,2020-08-04 06:17:21,7.45,126.58,83.43,76,99,3.09
471,Darnah,LY,2020-08-04 06:17:21,32.77,22.64,80.42,65,0,11.61
472,Shimoda,JP,2020-08-04 06:14:21,34.67,138.95,86.0,70,20,12.75
473,Eirunepe,BR,2020-08-04 06:17:22,-6.66,-69.87,71.29,68,9,1.19
474,Karakulino,RU,2020-08-04 06:17:23,56.01,53.71,59.18,86,100,16.87
475,Yumen,CN,2020-08-04 06:17:23,40.28,97.2,88.41,23,0,28.79
476,Renqiu,CN,2020-08-04 06:17:24,38.7,116.09,101.52,28,83,6.4
477,Marshalltown,US,2020-08-04 06:17:24,42.05,-92.91,53.01,93,1,3.36
478,Conceicao Da Barra,BR,2020-08-04 06:17:25,-18.59,-39.73,62.74,88,8,4.81
479,Sawakin,SD,2020-08-04 06:17:26,19.11,37.33,89.92,55,100,14.16
480,Princeton,US,2020-08-04 06:17:27,25.54,-80.41,82.99,88,1,3.36
481,Tres Picos,MX,2020-08-04 06:17:27,15.87,-93.53,79.45,82,100,4.81
482,Nacogdoches,US,2020-08-04 06:17:28,31.6,-94.63,78.01,88,1,3.91
483,Raul Soares,BR,2020-08-04 06:17:28,-20.1,-42.45,56.39,83,1,1.61
484,Farafangana,MG,2020-08-04 06:17:29,-22.82,47.83,68.63,73,64,4.14
485,Limbang,MY,2020-08-04 06:17:29,4.75,115.0,91.4,59,75,5.82
486,Teseney,ER,2020-08-04 06:17:30,15.11,36.66,69.53,93,100,2.91
487,Puro,PH,2020-08-04 06:17:30,12.48,123.38,87.19,70,99,7.11
488,Katobu,ID,2020-08-04 06:17:31,-4.94,122.53,83.64,64,78,1.97
489,Taltal,CL,2020-08-04 06:17:31,-25.4,-70.48,54.23,79,33,0.83
490,Sauce,UY,2020-08-04 06:17:32,-34.65,-56.06,63.0,88,0,9.17
491,Jiblah,YE,2020-08-04 06:17:32,13.92,44.15,63.41,81,98,4.65
492,Ilula,TZ,2020-08-04 06:17:33,-7.68,36.04,59.0,77,20,6.62
493,Zhoucheng,CN,2020-08-04 06:12:37,35.91,116.31,89.65,64,84,9.31
494,Ano Mera,GR,2020-08-04 06:17:34,37.45,25.4,78.8,54,0,16.11
495,Anadyr,RU,2020-08-04 06:15:20,64.75,177.48,59.0,62,20,8.95
496,Bethanien,NA,2020-08-04 06:17:35,-26.5,17.16,51.35,45,0,4.83
497,Kurchum,KZ,2020-08-04 06:17:35,48.57,83.65,84.15,30,2,5.5
498,Miedzychod,PL,2020-08-04 06:17:36,52.6,15.9,62.01,100,75,6.93
499,Broken Hill,AU,2020-08-04 06:17:36,-31.95,141.43,55.4,42,0,14.99
500,Beloha,MG,2020-08-04 06:17:37,-25.17,45.05,65.95,53,0,11.12
501,Moindou,NC,2020-08-04 06:17:38,-21.69,165.68,69.8,60,90,6.93
502,Mogadishu,SO,2020-08-04 06:17:19,2.04,45.34,78.12,80,99,20.38
503,Klaksvik,FO,2020-08-04 06:17:39,62.23,-6.59,48.2,100,86,6.93
504,Jackson,US,2020-08-04 06:17:39,42.42,-122.83,77.0,41,1,5.82
505,Jermuk,AM,2020-08-04 06:17:40,39.84,45.67,60.01,66,39,4.34
506,Lakeside,US,2020-08-04 06:17:40,30.13,-81.77,81.0,88,40,8.05
507,Puerto Carreno,CO,2020-08-04 06:17:41,6.19,-67.49,74.19,91,100,4.05
508,Grand Gaube,MU,2020-08-04 06:15:38,-20.01,57.66,71.01,59,50,10.0
509,Pawai,IN,2020-08-04 06:17:35,24.27,80.17,91.4,66,75,3.36
510,Kawalu,ID,2020-08-04 06:15:09,-7.38,108.21,81.23,65,92,5.57
511,Golden,US,2020-08-04 06:16:14,39.76,-105.22,70.0,50,83,10.87
512,Port-Gentil,GA,2020-08-04 06:17:44,-0.72,8.78,71.6,94,20,8.57
513,Saint Anthony,US,2020-08-04 06:17:44,45.02,-93.22,57.99,81,1,1.21
514,Ahipara,NZ,2020-08-04 06:17:45,-35.17,173.17,55.33,87,6,3.91
515,Rio Cuarto,AR,2020-08-04 06:17:45,-33.13,-64.35,64.4,68,83,10.29
516,Kayerkan,RU,2020-08-04 06:17:46,69.35,87.76,64.4,88,98,20.13
517,Berlevag,NO,2020-08-04 06:17:46,70.86,29.09,53.6,76,75,6.93
518,Mayumba,GA,2020-08-04 06:17:47,-3.43,10.66,70.0,87,21,5.26
519,Anzio,IT,2020-08-04 06:17:47,41.49,12.62,78.01,69,40,12.75
520,Orlovskiy,RU,2020-08-04 06:17:49,46.87,42.06,75.15,41,3,7.25
521,Strezhevoy,RU,2020-08-04 06:17:49,60.73,77.59,84.2,58,0,6.71
522,Shahrud,IR,2020-08-04 06:17:50,36.42,54.98,76.53,39,60,12.57
523,Can Tho,VN,2020-08-04 06:13:10,10.03,105.78,81.46,78,100,9.1
524,Mayo,US,2020-08-04 06:17:51,38.89,-76.51,73.4,94,90,2.91
525,Puerto Rico,AR,2020-08-04 06:17:51,-26.8,-55.02,56.91,83,0,2.55
526,Bulalacao,PH,2020-08-04 06:17:51,12.33,121.34,85.32,75,100,10.89
527,Tabuk,PH,2020-08-04 06:17:52,17.42,121.44,88.95,59,100,3.91
528,Havre-Saint-Pierre,CA,2020-08-04 06:17:52,50.23,-63.6,62.6,100,90,14.99
529,Bilovec,CZ,2020-08-04 06:17:54,49.76,18.02,60.01,100,90,6.93
530,Pascagoula,US,2020-08-04 06:17:06,30.37,-88.56,75.2,94,1,4.92
531,Bhanvad,IN,2020-08-04 06:17:55,21.93,69.77,91.4,70,75,11.41
532,Whitehorse,CA,2020-08-04 06:15:45,60.72,-135.05,60.8,41,75,17.22
533,Port Keats,AU,2020-08-04 06:17:56,-14.25,129.55,80.78,52,33,9.8
534,Hammerfest,NO,2020-08-04 06:15:07,70.66,23.68,57.2,76,28,4.7
535,Luena,AO,2020-08-04 06:17:56,-11.78,19.92,53.06,43,0,4.74
536,Peleduy,RU,2020-08-04 06:17:57,59.63,112.74,73.11,52,99,8.12
537,Yining,CN,2020-08-04 06:17:57,29.04,114.56,100.2,44,6,1.03
538,Dmitriyevka,RU,2020-08-04 06:17:58,54.75,55.33,68.0,88,90,13.42
539,Calatayud,ES,2020-08-04 06:17:58,41.35,-1.64,68.0,56,60,4.7
540,Takhtamygda,RU,2020-08-04 06:17:59,54.1,123.57,60.76,81,100,1.43
541,Watsa,CD,2020-08-04 06:17:59,3.04,29.54,66.85,93,100,0.2
542,Matamoros,MX,2020-08-04 06:17:37,25.53,-103.25,77.0,40,0,8.81
543,Omboue,GA,2020-08-04 06:18:02,-1.57,9.26,71.46,81,18,5.64
544,Almeirim,BR,2020-08-04 06:18:02,-1.52,-52.58,72.99,94,2,2.98
545,Brainerd,US,2020-08-04 06:18:03,46.36,-94.2,51.8,87,1,4.23
546,Balakhonovskoye,RU,2020-08-04 06:18:03,44.78,41.78,75.2,36,0,11.18
547,Camacha,PT,2020-08-04 06:18:04,33.08,-16.33,69.8,88,40,13.87
548,Sylvan Lake,CA,2020-08-04 06:18:04,52.32,-114.09,53.6,93,1,5.82
549,Labuhan,ID,2020-08-04 06:18:04,-6.88,112.21,87.12,54,64,10.13
550,Sunndalsora,NO,2020-08-04 06:18:07,62.68,8.55,53.6,76,75,14.99
551,Piacabucu,BR,2020-08-04 06:18:07,-10.41,-36.43,73.29,80,78,10.94
552,Atasu,KZ,2020-08-04 06:18:07,48.68,71.64,82.31,31,0,15.57
553,Trincomalee,LK,2020-08-04 06:15:29,8.57,81.23,88.23,59,100,20.0
554,Kontagora,NG,2020-08-04 06:18:08,10.4,5.47,69.44,97,99,5.26
555,Hokitika,NZ,2020-08-04 06:18:09,-42.72,170.97,52.39,91,100,6.35
556,Semirom,IR,2020-08-04 06:18:09,31.42,51.57,77.86,18,0,4.74
557,Bambous Virieux,MU,2020-08-04 06:18:10,-20.34,57.76,71.01,73,75,19.46
558,Koath,IN,2020-08-04 06:18:10,25.32,84.27,99.77,42,0,1.7
559,Esso,RU,2020-08-04 06:18:11,55.93,158.7,61.48,55,69,7.52
560,Hambantota,LK,2020-08-04 06:18:11,6.12,81.12,86.0,84,40,12.75
561,Tobol,KZ,2020-08-04 06:18:11,52.68,62.58,85.06,41,0,13.22
562,Makakilo City,US,2020-08-04 06:18:12,21.35,-158.09,78.8,65,20,3.36
563,Tiarei,PF,2020-08-04 06:18:12,-17.53,-149.33,78.8,69,75,4.7
564,Lavrentiya,RU,2020-08-04 06:18:13,65.58,-171.0,46.6,77,100,1.36
565,Kardla,EE,2020-08-04 06:18:13,59.0,22.75,60.8,100,100,4.7
566,Kerouane,GN,2020-08-04 06:18:14,9.27,-9.02,69.35,92,100,3.83
