City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
90,Leningradskiy,RU,2020-08-27 18:17:37,69.38,178.42,276.41,93,96,2.06,overcast clouds,0.0,0
91,Dingle,PH,2020-08-27 18:17:37,11.0,122.67,297.09,86,90,1.61,overcast clouds,0.0,0
92,Pevek,RU,2020-08-27 18:17:38,69.7,170.31,275.46,95,10,0.71,clear sky,0.0,0
93,Port Blair,IN,2020-08-27 18:13:39,11.67,92.75,300.86,72,93,3.43,overcast clouds,0.0,0
94,Moussoro,TD,2020-08-27 18:17:39,13.64,16.49,305.57,50,8,1.14,clear sky,0.0,0
95,Vardo,NO,2020-08-27 18:17:40,70.37,31.11,281.15,75,40,6.2,shower rain,0.0,0
96,Barrow,US,2020-08-27 18:15:27,71.29,-156.79,276.15,93,90,7.7,overcast clouds,0.0,0
97,Mahebourg,MU,2020-08-27 18:17:42,-20.41,57.7,295.15,83,75,5.7,shower rain,0.0,0
98,Buraydah,SA,2020-08-27 18:17:42,26.33,43.98,310.15,20,2,2.6,clear sky,0.0,0
99,Bundaberg,AU,2020-08-27 18:14:25,-24.85,152.35,284.26,87,0,4.1,clear sky,0.0,0
100,Celestun,MX,2020-08-27 18:17:44,20.87,-90.4,305.71,55,15,2.27,few clouds,0.0,0
101,Yinchuan,CN,2020-08-27 18:17:45,38.47,106.27,296.5,20,12,4.87,few clouds,0.0,0
102,Lorengau,PG,2020-08-27 18:17:46,-2.02,147.27,300.83,76,70,3.36,light rain,0.14,0
103,Cabo San Lucas,MX,2020-08-27 18:17:46,22.89,-109.91,307.15,55,20,2.6,few clouds,0.0,0
104,Erenhot,CN,2020-08-27 18:17:47,43.65,111.98,294.87,47,100,4.03,light rain,0.15,0
105,Fortuna,US,2020-08-27 18:17:48,40.6,-124.16,292.04,87,1,2.1,clear sky,0.0,0
106,Jamestown,US,2020-08-27 18:17:48,42.1,-79.24,302.04,69,1,8.7,clear sky,0.0,0
107,Porto Murtinho,BR,2020-08-27 18:17:49,-21.7,-57.88,309.66,27,0,3.35,clear sky,0.0,0
108,Tateyama,JP,2020-08-27 18:14:07,34.98,139.87,301.48,90,4,1.34,light rain,0.84,0
109,Qaanaaq,GL,2020-08-27 18:17:50,77.48,-69.36,277.16,88,100,4.59,overcast clouds,0.0,0
110,Saint-Augustin,CA,2020-08-27 18:17:51,51.23,-58.65,285.92,80,100,8.38,light rain,0.67,0
111,Kasganj,IN,2020-08-27 18:17:52,27.82,78.65,301.81,76,100,0.89,light rain,0.7,0
112,Wad Rawah,SD,2020-08-27 18:17:53,15.16,33.14,305.43,48,6,3.72,clear sky,0.0,0
113,Butaritari,KI,2020-08-27 18:17:53,3.07,172.79,300.93,69,72,4.52,broken clouds,0.0,0
114,Waingapu,ID,2020-08-27 18:14:53,-9.66,120.26,297.38,77,33,5.5,scattered clouds,0.0,0
115,Canico,PT,2020-08-27 18:17:55,32.63,-16.85,302.04,65,20,10.3,few clouds,0.0,0
116,Ostrovnoy,RU,2020-08-27 18:17:55,68.05,39.51,282.39,87,99,13.3,moderate rain,3.0,0
117,Vao,NC,2020-08-27 18:17:56,-22.67,167.48,292.37,72,81,9.06,broken clouds,0.0,0
118,Lethem,GY,2020-08-27 18:17:57,3.38,-59.8,305.8,52,8,1.61,clear sky,0.0,0
119,Yangjiang,CN,2020-08-27 18:16:31,21.85,111.97,298.94,85,32,1.14,scattered clouds,0.0,0
120,Albany,US,2020-08-27 18:17:58,42.6,-73.97,290.37,91,100,2.41,heavy intensity rain,4.57,0
121,Isangel,VU,2020-08-27 18:17:58,-19.55,169.27,295.28,84,100,8.09,overcast clouds,0.0,0
122,Mandiana,GN,2020-08-27 18:17:59,10.63,-8.68,298.42,85,86,2.3,light rain,0.13,0
123,Sturgeon Bay,US,2020-08-27 18:18:00,44.83,-87.38,299.15,69,90,1.5,overcast clouds,0.0,0
124,Chuy,UY,2020-08-27 18:18:00,-33.7,-53.46,286.92,98,100,4.83,heavy intensity rain,4.6,0
125,Vila Franca Do Campo,PT,2020-08-27 18:18:01,37.72,-25.43,298.15,88,40,3.6,scattered clouds,0.0,0
126,Faanui,PF,2020-08-27 18:18:02,-16.48,-151.75,298.29,77,1,7.13,clear sky,0.0,0
127,Mataura,NZ,2020-08-27 18:18:02,-46.19,168.86,275.45,87,70,1.7,broken clouds,0.0,0
128,Tari,NG,2020-08-27 18:18:03,12.41,4.49,301.15,71,56,0.87,broken clouds,0.0,0
129,Komsomolskiy,UZ,2020-08-27 18:18:04,40.43,71.72,293.15,68,3,1.0,clear sky,0.0,0
130,Tuy Hoa,VN,2020-08-27 18:18:05,13.08,109.3,300.29,72,100,2.71,overcast clouds,0.0,0
131,Acarau,BR,2020-08-27 18:18:05,-2.89,-40.12,302.11,58,73,9.45,broken clouds,0.0,0
132,Kulhudhuffushi,MV,2020-08-27 18:18:06,6.62,73.07,301.79,72,32,6.45,scattered clouds,0.0,0
133,Bouna,CI,2020-08-27 18:18:07,9.27,-3.0,298.72,85,100,1.98,moderate rain,1.82,0
134,Angoram,PG,2020-08-27 18:18:08,-4.06,144.07,296.38,98,2,0.74,clear sky,0.0,0
135,Lagoa,PT,2020-08-27 18:18:09,39.05,-27.98,296.97,85,87,1.69,overcast clouds,0.0,0
136,Lavrentiya,RU,2020-08-27 18:18:10,65.58,-171.0,281.47,83,13,1.79,few clouds,0.0,0
137,Kushima,JP,2020-08-27 18:18:10,31.46,131.23,298.15,88,58,2.24,broken clouds,0.0,0
138,Baherden,TM,2020-08-27 18:18:11,38.44,57.43,298.97,20,0,2.98,clear sky,0.0,0
139,Cayenne,GF,2020-08-27 18:18:12,4.93,-52.33,305.15,66,22,4.1,light rain,0.4,0
140,Gizo,SB,2020-08-27 18:18:12,-8.1,156.84,301.13,75,100,5.57,overcast clouds,0.0,0
141,Vestmannaeyjar,IS,2020-08-27 18:18:13,63.44,-20.27,284.15,76,75,7.7,broken clouds,0.0,0
142,Aasiaat,GL,2020-08-27 18:18:14,68.71,-52.87,278.13,69,11,4.88,few clouds,0.0,0
143,Aleksandrovskiy Zavod,RU,2020-08-27 18:13:27,50.92,117.94,285.06,72,100,4.02,overcast clouds,0.0,0
144,Holguin,CU,2020-08-27 18:18:15,20.89,-76.26,306.15,52,40,3.6,scattered clouds,0.0,0
145,Umba,RU,2020-08-27 18:18:16,66.69,34.34,282.27,82,93,4.34,overcast clouds,0.0,0
146,Saint-Pierre,RE,2020-08-27 18:13:21,-21.34,55.48,293.15,64,2,2.6,clear sky,0.0,0
147,Santona,ES,2020-08-27 18:18:17,43.44,-3.46,297.15,78,90,1.5,overcast clouds,0.0,0
148,Temuco,CL,2020-08-27 18:18:18,-38.73,-72.6,285.15,76,75,3.6,broken clouds,0.0,0
149,Ust-Ishim,RU,2020-08-27 18:18:18,57.69,71.17,285.4,88,61,0.74,broken clouds,0.0,0
